2.0,1.0,0.0,9.0,8.0,1.0,1.0,0.0
2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0
3.0,2.0,0.0,8.0,7.0,2.0,1.0,0.0
3.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9.0,2.0,1.0,11.0,4.0,5.0,0.4,0.2
9.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
9.0,1.0,0.0,5.0,4.0,5.0,0.2,0.0
9.0,1.0,0.0,7.0,0.0,5.0,0.2,0.0
9.0,0.0,1.0,8.0,1.0,5.0,0.0,0.2
9.0,1.0,0.0,7.0,0.0,5.0,0.2,0.0
9.0,0.0,1.0,9.0,1.0,5.0,0.0,0.2
9.0,0.0,2.0,7.0,3.0,5.0,0.0,0.4
9.0,0.0,0.0,18.0,4.0,5.0,0.0,0.0
8.0,1.0,1.0,11.0,4.0,3.0,0.3333333333333333,0.3333333333333333
8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
8.0,1.0,0.0,5.0,4.0,3.0,0.3333333333333333,0.0
8.0,1.0,0.0,7.0,0.0,3.0,0.3333333333333333,0.0
8.0,0.0,1.0,8.0,1.0,3.0,0.0,0.3333333333333333
8.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0
8.0,0.0,1.0,9.0,1.0,3.0,0.0,0.3333333333333333
8.0,0.0,0.0,18.0,4.0,3.0,0.0,0.0
9.0,2.0,1.0,11.0,4.0,5.0,0.4,0.2
9.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
9.0,1.0,0.0,5.0,4.0,5.0,0.2,0.0
9.0,1.0,0.0,8.0,0.0,5.0,0.2,0.0
9.0,0.0,1.0,9.0,1.0,5.0,0.0,0.2
9.0,1.0,0.0,8.0,0.0,5.0,0.2,0.0
9.0,0.0,1.0,10.0,1.0,5.0,0.0,0.2
9.0,0.0,2.0,10.0,4.0,5.0,0.0,0.4
9.0,0.0,0.0,18.0,4.0,5.0,0.0,0.0
9.0,2.0,1.0,11.0,4.0,5.0,0.4,0.2
9.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
9.0,1.0,0.0,5.0,4.0,5.0,0.2,0.0
9.0,1.0,0.0,8.0,0.0,5.0,0.2,0.0
9.0,0.0,1.0,9.0,1.0,5.0,0.0,0.2
9.0,1.0,0.0,8.0,0.0,5.0,0.2,0.0
9.0,0.0,1.0,10.0,1.0,5.0,0.0,0.2
9.0,0.0,2.0,8.0,4.0,5.0,0.0,0.4
9.0,0.0,0.0,18.0,4.0,5.0,0.0,0.0
21.0,2.0,1.0,11.0,4.0,8.0,0.25,0.125
21.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0
21.0,1.0,0.0,5.0,4.0,8.0,0.125,0.0
21.0,1.0,0.0,11.0,4.0,8.0,0.125,0.0
21.0,1.0,0.0,8.0,0.0,8.0,0.125,0.0
21.0,0.0,1.0,8.0,0.0,8.0,0.0,0.125
21.0,1.0,0.0,3.0,0.0,8.0,0.125,0.0
21.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0
21.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0
21.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0
21.0,2.0,0.0,8.0,0.0,8.0,0.25,0.0
21.0,0.0,1.0,8.0,1.0,8.0,0.0,0.125
21.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0
21.0,0.0,1.0,4.0,1.0,8.0,0.0,0.125
21.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0
21.0,1.0,0.0,6.0,0.0,8.0,0.125,0.0
21.0,0.0,2.0,8.0,3.0,8.0,0.0,0.25
21.0,0.0,1.0,1.0,2.0,8.0,0.0,0.125
21.0,0.0,0.0,18.0,4.0,8.0,0.0,0.0
21.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0
21.0,0.0,1.0,1.0,1.0,8.0,0.0,0.125
9.0,2.0,2.0,30.0,13.0,15.0,0.13333333333333333,0.13333333333333333
9.0,3.0,0.0,7.0,0.0,15.0,0.2,0.0
9.0,5.0,0.0,18.0,9.0,15.0,0.3333333333333333,0.0
9.0,1.0,3.0,6.0,4.0,15.0,0.06666666666666667,0.2
9.0,0.0,0.0,5.0,5.0,15.0,0.0,0.0
9.0,2.0,0.0,8.0,4.0,15.0,0.13333333333333333,0.0
9.0,2.0,0.0,7.0,4.0,15.0,0.13333333333333333,0.0
9.0,0.0,5.0,7.0,1.0,15.0,0.0,0.3333333333333333
9.0,0.0,5.0,7.0,1.0,15.0,0.0,0.3333333333333333
35.0,1.0,0.0,26.0,5.0,10.0,0.1,0.0
35.0,0.0,0.0,6.0,1.0,10.0,0.0,0.0
35.0,0.0,1.0,10.0,5.0,10.0,0.0,0.1
35.0,1.0,0.0,22.0,11.0,10.0,0.1,0.0
35.0,0.0,0.0,15.0,5.0,10.0,0.0,0.0
35.0,2.0,0.0,20.0,10.0,10.0,0.2,0.0
35.0,0.0,2.0,12.0,6.0,10.0,0.0,0.2
35.0,0.0,1.0,16.0,8.0,10.0,0.0,0.1
35.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0
35.0,1.0,0.0,8.0,4.0,10.0,0.1,0.0
35.0,1.0,1.0,16.0,8.0,10.0,0.1,0.1
35.0,3.0,0.0,28.0,14.0,10.0,0.3,0.0
35.0,0.0,0.0,12.0,6.0,10.0,0.0,0.0
35.0,1.0,1.0,12.0,6.0,10.0,0.1,0.1
35.0,1.0,1.0,16.0,8.0,10.0,0.1,0.1
35.0,0.0,2.0,18.0,9.0,10.0,0.0,0.2
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
35.0,0.0,1.0,3.0,1.0,10.0,0.0,0.1
